arp.opcode,arp.hw.size,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,http.content_length,http.response,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.options,tcp.payload,tcp.seq,tcp.srcport,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.retransmission,dns.retransmit_request,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msgtype,mqtt.proto_len,mqtt.topic_len,mqtt.ver,label
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.39606741573033,2903105523.9887323,0,11.0,0.0,5.0,6.0,37065.05617977528,0,0,8.661971830985916,0,0.0,57.056338028169016,37754.77183098591,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2753664946.102778,0,11.0,0.0,5.0,6.0,36479.23545706371,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,37157.83888888889,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
0.0,0.0,0.0,0.0,0,28.0,0.0,17938668.475728154,1813206520.1359224,0,11.0,2.0,6.0,6.0,19812.19417475728,0,0,36.20388349514563,0,6676300.0,152.3398058252427,22003.3786407767,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2809032556.0169973,0,11.0,0.0,5.0,6.0,36425.31073446327,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,37117.33427762039,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2757364930.252841,0,11.0,0.0,5.0,6.0,37136.45892351275,0,0,8.730113636363637,0,0.0,57.125,37832.579545454544,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2850998459.513889,0,11.0,0.0,5.0,6.0,36481.146814404434,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,37160.075,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.33802816901408,2844048732.223164,0,11.0,0.0,5.0,6.0,36347.66197183099,0,0,8.717514124293785,0,125.35211267605634,55.22033898305085,37037.819209039546,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.12154696132598,2791738367.2409973,0,11.0,0.0,5.0,6.0,34217.8729281768,0,0,8.526315789473685,0,0.0,57.74792243767313,34392.03601108033,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.08815426997245,2619147838.5939226,0,11.0,0.0,5.0,6.0,32086.292011019283,0,0,8.535911602209945,0,121.91780821917808,55.58563535911602,32026.58011049724,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2755258832.640227,0,11.0,0.0,5.0,6.0,34418.53107344633,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,34769.45892351275,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.27665706051874,2962353691.3728323,0,11.0,0.0,5.0,6.0,35338.4553314121,0,0,8.872832369942197,0,0.0,56.46242774566474,35761.95086705202,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2798705564.498584,0,11.0,0.0,5.0,6.0,35162.259887005646,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,35639.60056657224,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,171.61813186813183,2764226168.661157,0,11.0,0.0,5.0,6.0,35189.68131868132,0,0,8.515151515151516,0,121.08843537414964,55.83195592286501,35654.05785123967,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,219794958.0,0.0,0.0,0,28.0,0.0,2132313.099009901,1871717059.44,0,13.0,2.0,8906.0,7.0,22901.366336633662,0,0,37.26,0,20020000.0,156.88,26545.89,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2774674750.530556,0,11.0,0.0,5.0,6.0,35945.108033241,0,0,8.547222222222222,0,0.0,57.49444444444445,36415.54722222222,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2783122605.447222,0,11.0,0.0,5.0,6.0,35243.16897506925,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,35711.75555555556,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,171.61813186813183,2698952025.217631,0,11.0,0.0,5.0,6.0,35191.494505494506,0,0,8.515151515151516,0,121.08843537414964,55.83195592286501,35656.17906336088,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2848533146.292613,0,11.0,0.0,5.0,6.0,35872.29461756374,0,0,8.730113636363637,0,0.0,57.125,36353.53125,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,177.76724137931035,2723783379.3659945,0,11.0,0.0,5.0,6.0,35735.30459770115,0,0,8.85014409221902,0,0.0,56.706051873198845,36223.18443804035,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2857980730.5805554,0,11.0,0.0,5.0,6.0,35889.540166204984,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,36467.95,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.08815426997245,2717795398.024862,0,11.0,0.0,5.0,6.0,35823.06887052341,0,0,8.535911602209945,0,121.91780821917808,55.58563535911602,36398.19613259669,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.12154696132598,2845609219.5401664,0,11.0,0.0,5.0,6.0,36639.91712707182,0,0,8.526315789473685,0,0.0,57.74792243767313,37225.581717451525,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.97843665768195,2717773798.0945945,0,11.0,0.0,5.0,6.0,37192.501347708894,0,0,8.362162162162162,0,118.66666666666669,55.97837837837838,37975.435135135136,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2674632953.3130198,0,11.0,0.0,5.0,6.0,37227.99447513812,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,38030.6592797784,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,219794964.0,0.0,0.0,0,28.0,0.0,23095015.859813083,1719099143.2547169,0,13.0,2.0,8906.0,7.0,22892.859813084116,0,0,35.235849056603776,0,6676300.0,148.2264150943396,25978.68867924528,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.88732394366198,2812595996.6638417,0,11.0,0.0,5.0,6.0,35193.36901408451,0,0,8.68361581920904,0,0.0,56.80790960451977,35567.937853107345,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2767173146.339674,0,11.0,0.0,5.0,6.0,35238.38482384824,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,35681.489130434784,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,165.71907216494844,2840325445.023256,0,11.0,0.0,5.0,6.0,37043.00515463918,0,0,8.018087855297157,0,111.9496855345912,57.09819121447028,37751.18863049096,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.12154696132598,2618439081.357341,0,11.0,0.0,5.0,6.0,37672.08287292818,0,0,8.526315789473685,0,0.0,57.74792243767313,38433.110803324096,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.37853107344634,2846733773.240793,0,11.0,0.0,5.0,6.0,37637.23163841808,0,0,8.708215297450424,0,0.0,57.373937677053824,38415.50708215297,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2671980043.8505435,0,11.0,0.0,5.0,6.0,37015.68563685637,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,37760.641304347824,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2684504774.8808866,0,11.0,0.0,5.0,6.0,36973.243093922654,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,37732.62603878116,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.6473829201102,2836389001.0027623,0,11.0,0.0,5.0,6.0,37593.289256198346,0,0,8.502762430939226,0,0.0,57.18232044198895,38352.39502762431,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2799207062.121884,0,11.0,0.0,5.0,6.0,37231.3093922652,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,38034.53739612189,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.33802816901408,2713471621.90678,0,11.0,0.0,5.0,6.0,37105.04788732394,0,0,8.717514124293785,0,125.35211267605634,55.22033898305085,37923.93220338983,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,219794976.0,0.0,0.0,0,28.0,0.0,6259971.803738317,1578493040.4150944,0,13.0,2.0,8906.0,7.0,14448.336448598133,0,0,35.235849056603776,0,6676300.0,148.2264150943396,16115.575471698114,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2901640312.97971,0,11.0,0.0,5.0,6.0,37795.59537572254,0,0,8.898550724637682,0,0.0,57.028985507246375,38625.04347826087,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.08815426997245,2838549822.5,0,11.0,0.0,5.0,6.0,37079.68044077135,0,0,8.535911602209945,0,121.91780821917808,55.58563535911602,37868.29281767956,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2740398134.463889,0,11.0,0.0,5.0,6.0,36149.73407202216,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,36772.35277777778,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.88732394366198,2792230678.799435,0,11.0,0.0,5.0,6.0,36725.042253521126,0,0,8.68361581920904,0,0.0,56.80790960451977,37359.93785310735,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2771165089.1468143,0,11.0,0.0,5.0,6.0,36159.43093922652,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,36780.54847645429,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,169.97843665768195,2812132844.5432434,0,11.0,0.0,5.0,6.0,33352.66307277628,0,0,8.362162162162162,0,118.66666666666669,55.97837837837838,33483.516216216216,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.5948051948052,2842129955.221354,0,11.0,0.0,5.0,6.0,36047.67792207792,0,0,8.044270833333334,0,0.0,58.76041666666666,36471.794270833336,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.6473829201102,2888878290.6436462,0,11.0,0.0,5.0,6.0,36594.36363636364,0,0,8.502762430939226,0,0.0,57.18232044198895,37183.76243093923,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2870503408.8864264,0,11.0,0.0,5.0,6.0,36472.60773480663,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,37146.93351800554,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.89159891598916,2871970695.138587,0,11.0,0.0,5.0,6.0,36525.86449864499,0,0,8.404891304347826,0,119.46308724832215,56.27717391304348,37187.63043478261,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
0.0,0.0,0.0,0.0,0,28.0,0.0,24119227.20388349,1895126111.592233,0,11.0,2.0,6.0,6.0,14683.941747572817,0,0,36.20388349514563,0,6676300.0,152.3398058252427,16016.893203883496,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.37853107344634,2799265276.9518414,0,11.0,0.0,5.0,6.0,37127.99435028248,0,0,8.708215297450424,0,0.0,57.373937677053824,37819.71388101983,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2797278078.6260386,0,11.0,0.0,5.0,6.0,36474.76243093923,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,37149.454293628805,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.08815426997245,2882910674.383978,0,11.0,0.0,5.0,6.0,36397.44903581267,0,0,8.535911602209945,0,121.91780821917808,55.58563535911602,37070.15745856354,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2865203345.634783,0,11.0,0.0,5.0,6.0,37081.12716763006,0,0,8.898550724637682,0,0.0,57.028985507246375,37789.08115942029,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.33802816901408,2804430050.833333,0,11.0,0.0,5.0,6.0,36334.7323943662,0,0,8.717514124293785,0,125.35211267605634,55.22033898305085,37022.69209039548,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.0332409972299,2663541239.880556,0,11.0,0.0,5.0,6.0,36469.59556786704,0,0,8.580555555555556,0,122.75862068965516,55.888888888888886,37146.56111111112,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,175.39606741573033,2786440738.3605638,0,11.0,0.0,5.0,6.0,37056.4606741573,0,0,8.661971830985916,0,0.0,57.056338028169016,37744.71549295775,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,172.55801104972377,2890406699.218837,0,11.0,0.0,5.0,6.0,36478.40883977901,0,0,8.5595567867036,0,121.91780821917808,56.13573407202216,37153.72022160665,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.8511235955056,2825012197.143662,0,11.0,0.0,5.0,6.0,36345.25280898877,0,0,8.695774647887324,0,124.47552447552448,55.46197183098592,37031.7014084507,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2907579425.5142045,0,11.0,0.0,5.0,6.0,34205.892351274786,0,0,8.730113636363637,0,0.0,57.125,34403.87215909091,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,219794994.0,0.0,0.0,0,28.0,0.0,26578860.72277228,1930404583.35,0,13.0,2.0,8906.0,7.0,15451.267326732674,0,0,37.26,0,20020000.0,156.88,17669.95,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,178.78612716763007,2787261881.9304347,0,11.0,0.0,5.0,6.0,33414.57225433526,0,0,8.898550724637682,0,0.0,57.028985507246375,33499.034782608695,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.82485875706217,2870987950.657224,0,11.0,0.0,5.0,6.0,34765.225988700564,0,0,8.742209631728045,0,125.35211267605634,55.77053824362606,35175.0821529745,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.37853107344634,2769071481.9150143,0,11.0,0.0,5.0,6.0,33639.12994350283,0,0,8.708215297450424,0,0.0,57.373937677053824,33737.841359773374,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.6473829201102,2754530653.2071824,0,11.0,0.0,5.0,6.0,33693.12396694215,0,0,8.502762430939226,0,0.0,57.18232044198895,33789.632596685085,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,170.43243243243242,2804145217.1165314,0,11.0,0.0,5.0,6.0,33197.18378378378,0,0,8.384823848238483,0,118.66666666666669,56.52845528455285,33290.628726287265,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,166.14470284237726,2822430402.588083,0,11.0,0.0,5.0,6.0,33382.98708010336,0,0,8.036269430051814,0,112.65822784810126,56.83937823834197,33472.886010362694,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,174.601108033241,2942690531.030556,0,11.0,0.0,5.0,6.0,33750.20498614958,0,0,8.547222222222222,0,0.0,57.49444444444445,33847.71388888889,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,173.8511235955056,2887089817.797183,0,11.0,0.0,5.0,6.0,32874.10112359551,0,0,8.695774647887324,0,124.47552447552448,55.46197183098592,32970.61690140845,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,168.88328912466844,2742218627.7952127,0,11.0,0.0,5.0,6.0,33311.623342175066,0,0,8.236702127659575,0,116.33986928104576,56.691489361702125,33404.00265957447,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,171.61813186813183,2745247678.258953,0,11.0,0.0,5.0,6.0,32811.192307692305,0,0,8.515151515151516,0,121.08843537414964,55.83195592286501,32871.50964187328,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
1.0,4056034890.0,0.0,0.0,0,28.0,0.0,23896726.49514563,1578243887.862745,0,12.0,2.0,6.0,7.0,15922.504854368932,0,0,36.549019607843135,0,10014450.0,153.8235294117647,16485.460784313724,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,61.07692307692308,47.0,4.0,230.0,4.0,Backdoor
1.0,2963802347.0,0.0,0.0,0,28.0,0.0,176.87535410764872,2810697745.730113,0,11.0,0.0,5.0,6.0,33417.818696883856,0,0,8.730113636363637,0,0.0,57.125,33481.84090909091,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Backdoor
